"age" "sex" "edu" "dm" "smoke_COPD" "bp_lowering" "lipid_lowering" "antithromb" "risk"
31 "Female" "Secondary" "0" "0" "0" "0" "0" 0.26158791579839
32 "Female" "Secondary" "0" "0" "0" "0" "0" 0.28805947331236
33 "Female" "Secondary" "0" "0" "0" "0" "0" 0.317203720986205
34 "Female" "Secondary" "0" "0" "0" "0" "0" 0.349289227852215
35 "Female" "Secondary" "0" "0" "0" "0" "0" 0.384611283095651
36 "Female" "Secondary" "0" "0" "0" "0" "0" 0.423484855251626
37 "Female" "Secondary" "0" "0" "0" "0" "0" 0.466210733165294
38 "Female" "Secondary" "0" "0" "0" "0" "0" 0.513091372276161
39 "Female" "Secondary" "0" "0" "0" "0" "0" 0.564435996144175
40 "Female" "Secondary" "0" "0" "0" "0" "0" 0.620556995311328
41 "Female" "Secondary" "0" "0" "0" "0" "0" 0.681765503407471
42 "Female" "Secondary" "0" "0" "0" "0" "0" 0.748366081916591
43 "Female" "Secondary" "0" "0" "0" "0" "0" 0.820650457462105
44 "Female" "Secondary" "0" "0" "0" "0" "0" 0.898890273247237
45 "Female" "Secondary" "0" "0" "0" "0" "0" 0.983328840003308
46 "Female" "Secondary" "0" "0" "0" "0" "0" 1.07417190191116
47 "Female" "Secondary" "0" "0" "0" "0" "0" 1.1715774697021
48 "Female" "Secondary" "0" "0" "0" "0" "0" 1.27564481644996
49 "Female" "Secondary" "0" "0" "0" "0" "0" 1.38640278099234
50 "Female" "Secondary" "0" "0" "0" "0" "0" 1.50379757857438
51 "Female" "Secondary" "0" "0" "0" "0" "0" 1.62768037678756
52 "Female" "Secondary" "0" "0" "0" "0" "0" 1.75786656973945
53 "Female" "Secondary" "0" "0" "0" "0" "0" 1.89438277294959
54 "Female" "Secondary" "0" "0" "0" "0" "0" 2.03732428623399
55 "Female" "Secondary" "0" "0" "0" "0" "0" 2.18679730439917
56 "Female" "Secondary" "0" "0" "0" "0" "0" 2.34292264520137
57 "Female" "Secondary" "0" "0" "0" "0" "0" 2.50583963743987
58 "Female" "Secondary" "0" "0" "0" "0" "0" 2.67571014895882
59 "Female" "Secondary" "0" "0" "0" "0" "0" 2.85272273809588
60 "Female" "Secondary" "0" "0" "0" "0" "0" 3.03709691638486
61 "Female" "Secondary" "0" "0" "0" "0" "0" 3.22908751492748
62 "Female" "Secondary" "0" "0" "0" "0" "0" 3.42898915162553
63 "Female" "Secondary" "0" "0" "0" "0" "0" 3.63714080123782
64 "Female" "Secondary" "0" "0" "0" "0" "0" 3.85393047482097
65 "Female" "Secondary" "0" "0" "0" "0" "0" 4.07980001935668
66 "Female" "Secondary" "0" "0" "0" "0" "0" 4.31525005208395
67 "Female" "Secondary" "0" "0" "0" "0" "0" 4.56084504706111
68 "Female" "Secondary" "0" "0" "0" "0" "0" 4.81721859358708
69 "Female" "Secondary" "0" "0" "0" "0" "0" 5.08507884710668
70 "Female" "Secondary" "0" "0" "0" "0" "0" 5.36521419287695
71 "Female" "Secondary" "0" "0" "0" "0" "0" 5.65849914071334
72 "Female" "Secondary" "0" "0" "0" "0" "0" 5.96579429153396
73 "Female" "Secondary" "0" "0" "0" "0" "0" 6.2875894184485
74 "Female" "Secondary" "0" "0" "0" "0" "0" 6.62424328457656
75 "Female" "Secondary" "0" "0" "0" "0" "0" 6.97607003211195
76 "Female" "Secondary" "0" "0" "0" "0" "0" 7.34332859666139
77 "Female" "Secondary" "0" "0" "0" "0" "0" 7.72621075129069
78 "Female" "Secondary" "0" "0" "0" "0" "0" 8.12482769015298
79 "Female" "Secondary" "0" "0" "0" "0" "0" 8.5391950766562
80 "Female" "Secondary" "0" "0" "0" "0" "0" 8.96921650406595
81 "Female" "Secondary" "0" "0" "0" "0" "0" 9.41466534917089
82 "Female" "Secondary" "0" "0" "0" "0" "0" 9.87516504434896
83 "Female" "Secondary" "0" "0" "0" "0" "0" 10.3501678524841
84 "Female" "Secondary" "0" "0" "0" "0" "0" 10.8389323052746
85 "Female" "Secondary" "0" "0" "0" "0" "0" 11.3404995611676
30 "Male" "Secondary" "0" "0" "0" "0" "0" 0.435541989850336
31 "Male" "Secondary" "0" "0" "0" "0" "0" 0.479564605828544
32 "Male" "Secondary" "0" "0" "0" "0" "0" 0.528020943253012
33 "Male" "Secondary" "0" "0" "0" "0" "0" 0.581354215812067
34 "Male" "Secondary" "0" "0" "0" "0" "0" 0.640051245031493
35 "Male" "Secondary" "0" "0" "0" "0" "0" 0.704646604017561
36 "Male" "Secondary" "0" "0" "0" "0" "0" 0.77570948961964
37 "Male" "Secondary" "0" "0" "0" "0" "0" 0.853781559508262
38 "Male" "Secondary" "0" "0" "0" "0" "0" 0.939405707903774
39 "Male" "Secondary" "0" "0" "0" "0" "0" 1.03313512793156
40 "Male" "Secondary" "0" "0" "0" "0" "0" 1.13552643370381
41 "Male" "Secondary" "0" "0" "0" "0" "0" 1.2471312693575
42 "Male" "Secondary" "0" "0" "0" "0" "0" 1.36848629030104
43 "Male" "Secondary" "0" "0" "0" "0" "0" 1.50010142832626
44 "Male" "Secondary" "0" "0" "0" "0" "0" 1.64244638880823
45 "Male" "Secondary" "0" "0" "0" "0" "0" 1.79593537588488
46 "Male" "Secondary" "0" "0" "0" "0" "0" 1.96091010086237
47 "Male" "Secondary" "0" "0" "0" "0" "0" 2.13762120020011
48 "Male" "Secondary" "0" "0" "0" "0" "0" 2.32620827170532
49 "Male" "Secondary" "0" "0" "0" "0" "0" 2.52667882963263
50 "Male" "Secondary" "0" "0" "0" "0" "0" 2.73888657894695
51 "Male" "Secondary" "0" "0" "0" "0" "0" 2.96250951280064
52 "Male" "Secondary" "0" "0" "0" "0" "0" 3.19715778079973
53 "Male" "Secondary" "0" "0" "0" "0" "0" 3.44281943840856
54 "Male" "Secondary" "0" "0" "0" "0" "0" 3.699600907395
55 "Male" "Secondary" "0" "0" "0" "0" "0" 3.96762165393296
56 "Male" "Secondary" "0" "0" "0" "0" "0" 4.24702009825528
57 "Male" "Secondary" "0" "0" "0" "0" "0" 4.53795965084262
58 "Male" "Secondary" "0" "0" "0" "0" "0" 4.84063481343
59 "Male" "Secondary" "0" "0" "0" "0" "0" 5.15527728714131
60 "Male" "Secondary" "0" "0" "0" "0" "0" 5.4821620344967
61 "Male" "Secondary" "0" "0" "0" "0" "0" 5.82161324647945
62 "Male" "Secondary" "0" "0" "0" "0" "0" 6.17401016988917
63 "Male" "Secondary" "0" "0" "0" "0" "0" 6.53979275343142
64 "Male" "Secondary" "0" "0" "0" "0" "0" 6.91946707299118
65 "Male" "Secondary" "0" "0" "0" "0" "0" 7.31361049689828
66 "Male" "Secondary" "0" "0" "0" "0" "0" 7.72287655031986
67 "Male" "Secondary" "0" "0" "0" "0" "0" 8.14799943380886
68 "Male" "Secondary" "0" "0" "0" "0" "0" 8.58979814411461
69 "Male" "Secondary" "0" "0" "0" "0" "0" 9.0491801352389
70 "Male" "Secondary" "0" "0" "0" "0" "0" 9.5271444440269
71 "Male" "Secondary" "0" "0" "0" "0" "0" 10.0247841869637
72 "Male" "Secondary" "0" "0" "0" "0" "0" 10.5431050241295
73 "Male" "Secondary" "0" "0" "0" "0" "0" 11.0824048095369
74 "Male" "Secondary" "0" "0" "0" "0" "0" 11.6426897677183
75 "Male" "Secondary" "0" "0" "0" "0" "0" 12.2238199501579
76 "Male" "Secondary" "0" "0" "0" "0" "0" 12.8254863740279
77 "Male" "Secondary" "0" "0" "0" "0" "0" 13.4471862778023
78 "Male" "Secondary" "0" "0" "0" "0" "0" 14.0881966144361
79 "Male" "Secondary" "0" "0" "0" "0" "0" 14.7475459955093
80 "Male" "Secondary" "0" "0" "0" "0" "0" 15.4239854150841
81 "Male" "Secondary" "0" "0" "0" "0" "0" 16.1159582226609
82 "Male" "Secondary" "0" "0" "0" "0" "0" 16.8215699826185
83 "Male" "Secondary" "0" "0" "0" "0" "0" 17.5385590540366
84 "Male" "Secondary" "0" "0" "0" "0" "0" 18.264268949422
85 "Male" "Secondary" "0" "0" "0" "0" "0" 18.9956237809116
30 "Female" "Basic" "0" "0" "0" "0" "0" 0.281777783330772
31 "Female" "Basic" "0" "0" "0" "0" "0" 0.310285151417369
32 "Female" "Basic" "0" "0" "0" "0" "0" 0.341669250401249
33 "Female" "Basic" "0" "0" "0" "0" "0" 0.376218843018699
34 "Female" "Basic" "0" "0" "0" "0" "0" 0.414251357337039
35 "Female" "Basic" "0" "0" "0" "0" "0" 0.456115665249591
36 "Female" "Basic" "0" "0" "0" "0" "0" 0.502183684632603
37 "Female" "Basic" "0" "0" "0" "0" "0" 0.552810189349318
38 "Female" "Basic" "0" "0" "0" "0" "0" 0.608351548474666
39 "Female" "Basic" "0" "0" "0" "0" "0" 0.669171714740857
40 "Female" "Basic" "0" "0" "0" "0" "0" 0.735637889323559
41 "Female" "Basic" "0" "0" "0" "0" "0" 0.808115206800588
42 "Female" "Basic" "0" "0" "0" "0" "0" 0.886960360295814
43 "Female" "Basic" "0" "0" "0" "0" "0" 0.97251410214694
44 "Female" "Basic" "0" "0" "0" "0" "0" 1.06509257716748
45 "Female" "Basic" "0" "0" "0" "0" "0" 1.16497747440999
46 "Female" "Basic" "0" "0" "0" "0" "0" 1.27240501978768
47 "Female" "Basic" "0" "0" "0" "0" "0" 1.38755387620519
48 "Female" "Basic" "0" "0" "0" "0" "0" 1.51053206984664
49 "Female" "Basic" "0" "0" "0" "0" "0" 1.64136312036642
50 "Female" "Basic" "0" "0" "0" "0" "0" 1.77997161777384
51 "Female" "Basic" "0" "0" "0" "0" "0" 1.92616855803091
52 "Female" "Basic" "0" "0" "0" "0" "0" 2.0797214325005
53 "Female" "Basic" "0" "0" "0" "0" "0" 2.24064589258086
54 "Female" "Basic" "0" "0" "0" "0" "0" 2.4090368489262
55 "Female" "Basic" "0" "0" "0" "0" "0" 2.58499988872894
56 "Female" "Basic" "0" "0" "0" "0" "0" 2.76865537873602
57 "Female" "Basic" "0" "0" "0" "0" "0" 2.96014270570577
58 "Female" "Basic" "0" "0" "0" "0" "0" 3.15962462228495
59 "Female" "Basic" "0" "0" "0" "0" "0" 3.3672916696357
60 "Female" "Basic" "0" "0" "0" "0" "0" 3.58336665191168
61 "Female" "Basic" "0" "0" "0" "0" "0" 3.80810914164725
62 "Female" "Basic" "0" "0" "0" "0" "0" 4.04181999905351
63 "Female" "Basic" "0" "0" "0" "0" "0" 4.28484589187531
64 "Female" "Basic" "0" "0" "0" "0" "0" 4.53758380561979
65 "Female" "Basic" "0" "0" "0" "0" "0" 4.80048553638363
66 "Female" "Basic" "0" "0" "0" "0" "0" 5.07406215995108
67 "Female" "Basic" "0" "0" "0" "0" "0" 5.35888847107013
68 "Female" "Basic" "0" "0" "0" "0" "0" 5.65560738560115
69 "Female" "Basic" "0" "0" "0" "0" "0" 5.96493429532637
70 "Female" "Basic" "0" "0" "0" "0" "0" 6.2876613603519
71 "Female" "Basic" "0" "0" "0" "0" "0" 6.62466171695817
